,Course,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Course_Label
1935,BS MATH,70.75,87.4,66.81,70.61,79.78,77.9,24
1936,BS MATH,58.56,35.7,85.06,84.63,63.1,69.19,24
1937,BS MATH,70.75,61.11,24.36,75.28,63.1,65.83,24
1938,BS MATH,44.05,42.05,66.81,89.31,79.78,63.6,24
1939,BS MATH,72.78,82.26,51.68,79.96,79.78,77.9,24
1940,BS MATH,70.75,66.85,76.79,70.61,63.1,74.25,24
1941,BS MATH,49.95,82.26,72.66,79.96,53.29,69.19,24
1942,BS MATH,96.08,66.85,96.28,99.34,91.68,97.8,24
1943,BS MATH,63.53,77.12,85.06,96.87,87.72,85.57,24
1944,BS MATH,83.47,90.94,44.12,63.45,33.69,76.98,24
1945,BS MATH,52.9,54.75,59.25,84.63,63.1,64.72,24
1946,BS MATH,76.83,42.05,59.25,94.54,83.75,79.72,24
1947,BS MATH,66.01,54.75,44.12,79.96,72.9,68.07,24
1948,BS MATH,61.05,35.7,59.25,70.61,72.9,62.48,24
1949,BS MATH,58.56,42.05,76.79,75.28,91.68,71.42,24
1950,BS PHYSICS,63.53,94.82,93.41,96.87,87.72,90.13,27
1952,BS PHYSICS,76.83,71.99,59.25,75.28,72.9,76.98,27
1953,BS PHYSICS,88.66,87.4,85.06,97.95,79.78,93.53,27
1954,BS PHYSICS,89.71,96.76,93.41,84.63,83.75,93.85,27
1955,BS PHYSICS,96.08,92.88,96.28,97.95,99.28,98.56,27
1957,BS PHYSICS,91.83,92.88,97.72,70.61,83.75,93.85,27
1959,BS PHYSICS,99.64,82.26,80.93,79.96,43.49,95.73,27
1962,BS PHYSICS,58.56,42.05,59.25,75.28,53.29,61.37,27
1963,BS PHYSICS,74.8,82.26,66.81,18.16,72.9,72.43,27
1964,BS PHYSICS,88.66,77.12,99.43,97.95,79.78,95.98,27
1965,BS PHYSICS,82.02,35.7,72.66,92.22,91.68,82.81,27
1966,BS STAT,76.83,77.12,66.81,44.18,79.78,76.07,29
1967,BS STAT,63.53,77.12,44.12,70.61,87.72,72.43,29
1968,BS STAT,76.83,42.05,91.97,34.54,83.75,76.07,29
1969,BS STAT,80.58,48.4,44.12,79.96,43.49,71.42,29
1970,BS STAT,94.11,54.75,59.25,89.31,53.29,86.26,29
1971,BS STAT,94.11,71.99,76.79,75.28,63.1,88.7,29
1972,BS STAT,95.51,98.7,97.72,96.87,79.78,97.64,29
1973,BS STAT,76.83,66.85,66.81,18.16,20.6,63.6,29
1977,BS STAT,70.75,35.7,59.25,70.61,33.69,62.48,29
1978,BS STAT,66.01,61.11,36.55,53.82,63.1,62.48,29
1979,BS STAT,70.75,61.11,76.79,70.61,83.75,76.07,29
1980,BS STAT,41.05,61.11,76.79,98.63,43.49,73.34,29
1981,BS STAT,61.05,66.85,59.25,92.22,53.29,71.42,29
1982,BS STAT,80.58,66.85,44.12,70.61,53.29,73.34,29
1984,BS STAT,66.01,71.99,29.96,53.82,43.49,61.37,29
1986,BS STAT,52.9,54.75,44.12,44.18,87.72,60.09,29
1987,BS STAT,66.01,25.06,72.66,84.63,63.1,66.95,29
1988,BS STAT,70.75,54.75,76.79,63.45,43.49,69.19,29
1989,BS CD,58.56,71.99,80.93,53.82,63.1,69.19,14
1990,BS CD,58.56,82.26,85.06,34.54,26.06,65.83,14
1991,BS CD,76.83,61.11,66.81,44.18,33.69,68.07,14
1994,BS CD,41.05,82.26,66.81,63.45,43.49,60.09,14
1995,BS CD,68.5,71.99,66.81,92.22,43.49,75.16,14
1996,BS CD,70.75,71.99,76.79,24.91,26.06,65.83,14
1997,BS CD,84.91,71.99,76.79,18.16,43.49,75.16,14
1998,BS CD,78.85,71.99,59.25,79.96,72.9,78.81,14
1999,BS CD,66.01,66.85,51.68,34.54,53.29,62.48,14
2000,BS CD,63.53,61.11,51.68,63.45,83.75,68.07,14
2001,BS CD,70.75,25.06,44.12,79.96,72.9,64.72,14
2002,BS CD,78.85,66.85,85.06,63.45,53.29,77.9,14
2003,BS CD,78.85,90.94,29.96,53.82,83.75,76.98,14
2004,BS CD,55.84,42.05,59.25,75.28,79.78,63.6,14
2005,BS CD,70.75,87.4,24.36,53.82,53.29,66.95,14
2008,BS CD,74.8,77.12,72.66,53.82,20.6,70.3,14
2011,BS CD,72.78,48.4,18.75,70.61,63.1,62.48,14
2012,BS CD,76.83,66.85,85.06,92.22,33.69,80.63,14
2013,BS CD,44.05,71.99,51.68,79.96,43.49,60.09,14
2014,BS CD,47.0,61.11,76.79,63.45,53.29,61.37,14
2015,BS CD,70.75,48.4,36.55,44.18,53.29,60.09,14
2016,BS CD,63.53,61.11,29.96,75.28,33.69,60.09,14
2017,BS CD,34.94,66.85,76.79,70.61,91.68,65.83,14
2018,BS CD,91.83,77.12,51.68,14.31,87.72,82.12,14
2019,BS CD,83.47,71.99,44.12,24.91,79.78,74.25,14
2021,BS CD,58.56,87.4,59.25,63.45,72.9,70.3,14
2022,BS CD,66.01,77.12,89.19,53.82,53.29,74.25,14
2023,BS CD,83.47,87.4,76.79,70.61,72.9,84.19,14
2024,BS CD,72.78,48.4,36.55,75.28,53.29,65.83,14
2025,BS CD,63.53,71.99,66.81,63.45,53.29,68.07,14
2026,BS CD,74.8,71.99,51.68,34.54,63.1,69.19,14
2027,BS CD,74.8,42.05,66.81,75.28,72.9,72.43,14
2028,BS CD,82.02,77.12,44.12,94.54,91.68,86.26,14
2029,BS CD,63.53,42.05,59.25,70.61,63.1,63.6,14
2030,BS CD,72.78,48.4,76.79,63.45,79.78,73.34,14
2031,BS CD,63.53,42.05,91.97,44.18,63.1,68.07,14
2032,BS CD,63.53,42.05,59.25,63.45,43.49,60.09,14
2033,BS CD,70.75,35.7,66.81,34.54,53.29,61.37,14
2035,BSSW,49.95,66.85,36.55,75.28,63.1,60.09,39
2036,BSSW,70.75,48.4,51.68,53.82,83.75,68.07,39
2037,BSSW,96.08,82.26,59.25,10.45,79.78,85.57,39
2038,BSSW,93.41,92.88,76.79,34.54,97.87,91.56,39
2039,BSSW,94.81,94.82,44.12,97.95,72.9,94.16,39
2040,BSSW,87.6,92.88,59.25,79.96,53.29,85.57,39
2041,BSSW,52.9,77.12,59.25,70.61,43.49,63.6,39
2042,BSSW,91.83,87.4,36.55,18.16,79.78,81.43,39
2043,BSSW,78.85,77.12,80.93,75.28,72.9,82.12,39
2044,BSSW,90.77,92.88,72.66,79.96,83.75,90.6,39
2046,BSSW,55.84,25.06,80.93,84.63,33.69,61.37,39
2047,BSSW,66.01,66.85,89.19,84.63,63.1,77.9,39
2048,BSSW,68.5,82.26,44.12,53.82,43.49,66.95,39
2049,BSSW,83.47,90.94,76.79,84.63,72.9,86.95,39
2050,BSSW,83.47,71.99,59.25,44.18,83.75,78.81,39
2051,BSSW,63.53,71.99,91.97,70.61,79.78,77.9,39
2052,BSSW,87.6,66.85,51.68,70.61,53.29,78.81,39
2053,BSSW,86.35,90.94,89.19,95.71,95.65,93.85,39
2054,BSSW,89.71,82.26,66.81,34.54,79.78,83.5,39
2055,BSSW,55.84,66.85,44.12,44.18,72.9,60.09,39
2056,BSSW,78.85,96.76,66.81,34.54,43.49,77.9,39
2057,BSSW,63.53,90.94,76.79,53.82,79.78,76.07,39
2058,BSSW,78.85,82.26,72.66,24.91,79.78,76.98,39
2059,BSSW,83.47,82.26,99.87,84.63,87.72,93.85,39
2061,BSSW,74.8,90.94,72.66,95.71,91.68,88.7,39
2062,BSSW,76.83,61.11,85.06,79.96,91.68,83.5,39
2063,BSSW,68.5,90.94,36.55,70.61,43.49,70.3,39
2064,BSSW,74.8,48.4,44.12,63.45,72.9,68.07,39
2065,BSSW,63.53,48.4,59.25,53.82,43.49,60.09,39
2066,BSSW,58.56,77.12,91.97,70.61,53.29,74.25,39
2068,BSSW,78.85,92.88,76.79,53.82,72.9,82.12,39
2069,BSSW,86.35,87.4,76.79,63.45,72.9,84.88,39
2070,BSSW,84.91,77.12,76.79,70.61,83.75,84.88,39
2071,BSSW,74.8,77.12,80.93,44.18,53.29,75.16,39
2072,BSSW,72.78,77.12,51.68,18.16,53.29,65.83,39
2074,BSSW,66.01,82.26,59.25,75.28,79.78,75.16,39
2075,BSSW,66.01,77.12,24.36,70.61,33.69,62.48,39
2076,BSSW,84.91,96.76,85.06,24.91,87.72,87.64,39
2077,BSSW,87.6,82.26,72.66,79.96,33.69,83.5,39
2078,BSSW,74.8,42.05,72.66,63.45,33.69,66.95,39
2079,BSSW,82.02,30.03,36.55,24.91,91.68,68.07,39
2080,BSSW,61.05,48.4,89.19,70.61,33.69,66.95,39
2081,BSSW,80.58,54.75,66.81,34.54,33.69,68.07,39
2082,BSSW,47.0,82.26,80.93,53.82,53.29,65.83,39
2083,BSSW,74.8,82.26,72.66,34.54,43.49,72.43,39
2084,BSSW,52.9,71.99,59.25,63.45,63.1,63.6,39
2085,BSSW,91.83,71.99,91.97,92.22,43.49,90.13,39
2086,BSSW,90.77,87.4,80.93,70.61,79.78,89.17,39
2087,BSSW,70.75,77.12,89.19,53.82,72.9,77.9,39
2088,BSSW,68.5,35.7,59.25,63.45,43.49,61.37,39
2089,BSSW,84.91,87.4,72.66,63.45,72.9,83.5,39
2090,BSSW,70.75,82.26,85.06,84.63,53.29,80.63,39
2091,BSSW,88.66,61.11,44.12,70.61,43.49,76.98,39
2092,BSSW,87.6,92.88,89.19,63.45,63.1,88.22,39
2093,BSSW,78.85,25.06,51.68,18.16,95.65,66.95,39
2094,BSSW,61.05,90.94,76.79,75.28,91.68,80.63,39
2095,BSSW,78.85,90.94,94.84,63.45,83.75,87.64,39
2096,BSSW,68.5,61.11,51.68,34.54,53.29,62.48,39
2098,BSSW,70.75,71.99,59.25,63.45,87.72,75.16,39
2099,BSSW,86.35,92.88,51.68,14.31,53.29,76.98,39
2158,BEED,74.8,92.88,91.97,84.63,79.78,87.64,7
2159,BEED,72.78,87.4,66.81,53.82,72.9,76.07,7
2161,BEED,61.05,48.4,51.68,79.96,79.78,66.95,7
2162,BEED,80.58,87.4,76.79,70.61,63.1,82.12,7
2163,BEED,80.58,61.11,76.79,53.82,63.1,76.07,7
2164,BEED,44.05,82.26,36.55,75.28,53.29,60.09,7
2165,BEED,86.35,61.11,66.81,70.61,72.9,80.63,7
2166,BEED,86.35,82.26,91.97,53.82,72.9,86.26,7
2167,BEED,78.85,77.12,89.19,63.45,72.9,82.12,7
2168,BEED,80.58,66.85,29.96,44.18,43.49,66.95,7
2169,BEED,87.6,92.88,80.93,70.61,79.78,88.7,7
2170,BEED,84.91,92.88,59.25,75.28,79.78,85.57,7
2171,BEED,91.83,54.75,93.41,63.45,63.1,86.95,7
2172,BEED,82.02,77.12,89.19,63.45,79.78,84.19,7
2173,BEED,80.58,87.4,3.34,53.82,72.9,69.19,7
2174,BEED,61.05,77.12,29.96,53.82,72.9,63.6,7
2175,BEED,74.8,61.11,44.12,70.61,79.78,72.43,7
2176,BEED,86.35,87.4,51.68,92.22,63.1,85.57,7
2177,BEED,90.77,94.82,96.28,75.28,72.9,93.22,7
2178,BEED,84.91,77.12,76.79,84.63,72.9,85.57,7
2179,BEED,74.8,82.26,59.25,84.63,53.29,77.9,7
2181,BEED,87.6,77.12,72.66,34.54,83.75,82.81,7
2182,BEED,70.75,48.4,66.81,34.54,53.29,63.6,7
2183,BEED,83.47,61.11,94.84,79.96,91.68,88.7,7
2184,BEED,87.6,61.11,85.06,63.45,83.75,84.88,7
2185,BEED,89.71,71.99,59.25,44.18,83.75,82.81,7
2186,BEED,84.91,71.99,80.93,53.82,83.75,83.5,7
2187,BEED,74.8,66.85,76.79,34.54,87.72,76.07,7
2188,BEED,90.77,92.88,80.93,53.82,20.6,84.88,7
2189,BEED,92.71,77.12,72.66,75.28,91.68,90.13,7
2190,BEED,78.85,66.85,72.66,63.45,53.29,75.16,7
2191,BEED,88.66,71.99,44.12,44.18,83.75,80.63,7
2192,BEED,78.85,20.09,29.96,70.61,63.1,62.48,7
2193,BEED,87.6,82.26,72.66,44.18,33.69,79.72,7
2194,BEED,84.91,77.12,76.79,79.96,79.78,85.57,7
2195,BEED,92.71,71.99,85.06,53.82,33.69,84.88,7
2196,BEED,74.8,61.11,72.66,79.96,83.75,78.81,7
2197,BEED,90.77,92.88,91.97,34.54,83.75,90.13,7
2198,BEED,84.91,82.26,80.93,89.31,83.75,88.7,7
2199,BEED,78.85,82.26,76.79,44.18,91.68,82.12,7
2200,BEED,68.5,82.26,85.06,70.61,87.72,81.43,7
2201,BEED,58.56,66.85,66.81,63.45,33.69,62.48,7
2202,BEED,92.71,87.4,85.06,79.96,20.6,88.22,7
2203,BEED,86.35,82.26,72.66,34.54,72.9,81.43,7
2204,BEED,82.02,90.94,51.68,53.82,33.69,76.07,7
2205,BEED,78.85,66.85,66.81,75.28,79.78,78.81,7
2206,BEED,88.66,77.12,51.68,75.28,72.9,83.5,7
2208,BEED,87.6,94.82,85.06,70.61,87.72,90.6,7
2209,BEED,80.58,90.94,80.93,63.45,79.78,84.19,7
2210,BEED,78.85,82.26,44.12,92.22,43.49,78.81,7
2211,BEED,74.8,77.12,72.66,89.31,95.65,84.88,7
2212,BEED,84.91,71.99,85.06,24.91,53.29,78.81,7
2213,BEED,80.58,94.82,89.19,44.18,26.06,81.43,7
2214,BEED,89.71,61.11,89.19,63.45,72.9,85.57,7
2215,BEED,88.66,90.94,51.68,70.61,72.9,84.88,7
2216,BEED,74.8,92.88,72.66,34.54,43.49,75.16,7
2217,BEED,88.66,42.05,91.97,75.28,72.9,84.88,7
2218,BEED,87.6,92.88,89.19,75.28,87.72,91.08,7
2219,BEED,82.02,82.26,59.25,94.54,53.29,84.19,7
2220,BEED,66.01,54.75,80.93,63.45,53.29,69.19,7
2222,BEED,89.71,92.88,72.66,34.54,72.9,85.57,7
2223,BEED,92.71,90.94,89.19,84.63,83.75,93.22,7
2224,BEED,66.01,77.12,80.93,84.63,43.49,76.07,7
2225,BEED,86.35,54.75,66.81,63.45,53.29,76.98,7
2226,BEED,86.35,82.26,66.81,84.63,43.49,83.5,7
2228,BEED,82.02,92.88,89.19,53.82,72.9,85.57,7
2229,BEED,87.6,92.88,72.66,84.63,53.29,87.64,7
2230,BEED,83.47,87.4,44.12,44.18,72.9,77.9,7
2231,BEED,83.47,94.82,85.06,44.18,79.78,86.26,7
2232,BEED,83.47,77.12,91.97,75.28,83.75,87.64,7
2233,BEED,93.41,54.75,89.19,44.18,63.1,85.57,7
2234,BEED,86.35,82.26,80.93,44.18,53.29,82.12,7
2235,BEED,74.8,61.11,59.25,70.61,87.72,76.07,7
2236,BEED,95.51,98.7,91.97,34.54,83.75,93.85,7
2237,BEED,94.11,87.4,59.25,44.18,87.72,88.7,7
2238,BEED,70.75,87.4,66.81,44.18,20.6,68.07,7
2239,BEED,89.71,77.12,76.79,79.96,43.49,85.57,7
2240,BEED,83.47,54.75,76.79,53.82,95.65,82.12,7
2241,BEED,76.83,61.11,85.06,63.45,83.75,79.72,7
2242,BEED,80.58,35.7,36.55,70.61,53.29,66.95,7
2243,BEED,72.78,87.4,80.93,79.96,26.06,77.9,7
2244,BEED,68.5,77.12,36.55,79.96,63.1,71.42,7
2245,BEED,94.11,82.26,66.81,18.16,83.75,86.26,7
2246,BEED,66.01,71.99,59.25,53.82,79.78,70.3,7
2247,BEED,87.6,54.75,72.66,79.96,53.29,81.43,7
2248,BEED,61.05,71.99,89.19,89.31,63.1,77.9,7
2249,BEED,86.35,77.12,76.79,84.63,95.65,89.17,7
2250,BEED,76.83,87.4,80.93,92.22,83.75,86.95,7
2251,BEED,72.78,61.11,59.25,84.63,63.1,74.25,7
2252,BEED,83.47,42.05,85.06,75.28,79.78,81.43,7
2253,BEED,80.58,90.94,72.66,93.38,26.06,83.5,7
2254,BEED,84.91,82.26,76.79,63.45,72.9,83.5,7
2255,BEED,61.05,66.85,72.66,89.31,43.49,71.42,7
2256,BEED,86.35,82.26,80.93,63.45,87.72,86.95,7
2257,BEED,82.02,82.26,80.93,63.45,91.68,85.57,7
2259,BEED,66.01,96.76,94.84,44.18,79.78,83.5,7
2260,BEED,63.53,77.12,93.41,75.28,53.29,77.9,7
2261,BEED,80.58,82.26,51.68,92.22,87.72,84.88,7
2262,BEED,93.41,71.99,89.19,70.61,79.78,90.13,7
2263,BEED,89.71,94.82,66.81,75.28,72.9,88.7,7
2264,BEED,83.47,77.12,80.93,53.82,72.9,82.12,7
2265,BEED,87.6,96.76,85.06,92.22,63.1,91.56,7
2266,BEED,78.85,82.26,89.19,75.28,87.72,86.26,7
2267,BEED,86.35,87.4,72.66,63.45,79.78,84.88,7
2268,BEED,86.35,77.12,72.66,70.61,91.68,86.26,7
2269,BEED,91.83,61.11,80.93,6.59,53.29,77.9,7
2270,BEED,93.41,87.4,89.19,84.63,95.65,94.16,7
2271,BEED,78.85,42.05,89.19,44.18,63.1,74.25,7
2272,BEED,92.71,82.26,76.79,44.18,83.75,88.22,7
2273,BEED,96.52,90.94,89.19,97.62,87.72,96.9,7
2274,BEED,92.71,92.88,85.06,24.91,43.49,86.95,7
2275,BEED,74.8,61.11,85.06,18.16,79.78,73.34,7
2276,BSED,93.41,96.76,66.81,34.54,91.68,90.6,31
2278,BSED,94.81,54.75,93.41,70.61,98.34,93.22,31
2279,BSED,96.08,90.94,80.93,89.31,83.75,94.48,31
2280,BSED,72.78,66.85,72.66,53.82,53.29,71.42,31
2281,BSED,88.66,77.12,93.41,92.22,83.75,92.03,31
2282,BSED,76.83,87.4,76.79,79.96,97.87,86.95,31
2283,BSED,87.6,90.94,89.19,63.45,97.87,91.08,31
2285,BSED,98.41,87.4,89.19,75.28,83.75,95.73,31
2286,BSED,72.78,77.12,98.58,89.31,83.75,88.7,31
2287,BSED,96.52,92.88,80.93,93.38,87.72,95.98,31
2288,BSED,91.83,82.26,72.66,75.28,97.87,91.08,31
2289,BSED,80.58,90.94,76.79,92.22,98.81,91.08,31
2290,BSED,91.83,94.82,93.41,75.28,83.75,93.53,31
2291,BSED,96.52,87.4,91.97,94.54,83.75,96.17,31
2292,BSED,70.75,87.4,72.66,95.71,97.87,88.22,31
2293,BSED,91.83,94.82,93.41,84.63,87.72,94.48,31
2294,BSED,87.6,87.4,96.28,93.38,97.87,94.79,31
2295,BSED,94.81,87.4,89.19,70.61,72.9,92.03,31
2296,BSED,95.51,77.12,97.72,94.54,53.29,95.1,31
2297,BSED,94.11,90.94,97.72,99.2,79.78,97.64,31
2298,BSED,94.81,71.99,91.97,93.38,91.68,94.79,31
2299,BSED,90.77,82.26,51.68,18.16,72.9,80.63,31
2300,BSED,89.71,96.76,72.66,89.31,91.68,92.9,31
2301,BSED,86.35,87.4,66.81,84.63,63.1,85.57,31
2302,BSED,94.81,82.26,94.84,70.61,63.1,92.51,31
2303,BSED,83.47,94.82,91.97,79.96,83.75,90.6,31
2304,BSED,96.52,82.26,72.66,44.18,91.68,91.56,31
2305,BSED,84.91,71.99,89.19,63.45,83.75,85.57,31
2306,BSED,84.91,90.94,59.25,79.96,79.78,85.57,31
2307,BSED,86.35,90.94,85.06,94.54,63.1,90.6,31
2308,BSED,96.95,96.76,91.97,95.71,87.72,97.46,31
2309,BSED,80.58,90.94,80.93,79.96,79.78,86.26,31
2310,BSED,96.52,92.88,72.66,84.63,83.75,94.16,31
2311,BSED,92.71,71.99,97.72,89.31,79.78,93.53,31
2312,BSED,87.6,99.7,91.97,79.96,72.9,92.51,31
2313,BSED,98.9,82.26,89.19,84.63,63.1,95.73,31
2314,BSED,90.77,87.4,44.12,70.61,87.72,86.95,31
2315,BSED,95.51,54.75,72.66,94.54,72.9,91.08,31
2316,BSED,80.58,96.76,99.14,63.45,63.1,90.6,31
2317,BSED,78.85,82.26,72.66,63.45,83.75,81.43,31
2318,BSED,96.95,54.75,85.06,53.82,87.72,91.08,31
2319,BSED,88.66,90.94,94.84,89.31,87.72,93.53,31
2320,BSED,76.83,87.4,72.66,89.31,53.29,82.12,31
2321,BSED,91.83,87.4,36.55,75.28,91.68,88.22,31
2322,BSED,86.35,82.26,91.97,70.61,87.72,89.17,31
2323,BSED,95.51,77.12,76.79,79.96,83.75,92.03,31
2324,BSED,93.41,96.76,85.06,89.31,95.65,95.42,31
2325,BSED,96.08,87.4,85.06,95.71,53.29,94.48,31
2326,BSED,93.41,77.12,97.72,63.45,72.9,92.03,31
2327,BSED,84.91,87.4,72.66,70.61,63.1,83.5,31
2328,BSED,96.08,94.82,98.86,89.31,63.1,96.54,31
2329,BSED,94.11,90.94,96.28,96.87,97.87,97.27,31
2330,BSED,74.8,61.11,72.66,92.22,95.65,83.5,31
2331,BSED,87.6,87.4,91.97,92.22,79.78,91.56,31
2333,BSED,86.35,94.82,80.93,63.45,87.72,89.17,31
2334,BSED,78.85,92.88,91.97,70.61,72.9,86.26,31
2335,BSED,96.52,87.4,76.79,70.61,87.72,93.22,31
2336,BSED,68.5,77.12,94.84,89.31,63.1,83.5,31
2337,BSED,94.11,94.82,89.19,89.31,91.68,95.42,31
2338,BSED,86.35,71.99,89.19,95.71,79.78,90.6,31
2339,BSED,93.41,90.94,91.97,79.96,87.72,93.85,31
2340,BSED,96.08,87.4,89.19,84.63,53.29,93.22,31
2341,BSED SS,83.47,87.4,89.19,34.54,72.9,83.5,32
2342,BSED SS,96.08,96.76,80.93,53.82,63.1,92.51,32
2343,BSED SS,90.77,98.7,99.14,44.18,72.9,93.85,32
2344,BSED SS,95.51,71.99,85.06,34.54,72.9,88.7,32
2345,BSED SS,80.58,92.88,91.97,89.31,20.6,85.57,32
2346,BSED SS,83.47,92.88,80.93,44.18,72.9,84.19,32
2347,BSED SS,58.56,90.94,98.58,79.96,83.75,85.57,32
2348,BSED SS,94.81,94.82,66.81,14.31,26.06,84.19,32
2349,BSED SS,88.66,66.85,76.79,79.96,91.68,88.22,32
2350,BSED SS,86.35,92.88,89.19,34.54,87.72,88.22,32
2351,BSED SS,86.35,90.94,80.93,84.63,87.72,90.13,32
2352,BSED SS,89.71,87.4,80.93,24.91,72.9,84.88,32
2354,BSED SS,91.83,90.94,44.12,84.63,63.1,87.64,32
2355,BSED VEDUC,87.6,90.94,76.79,44.18,79.78,85.57,33
2356,BSED VEDUC,76.83,92.88,76.79,53.82,97.87,85.57,33
2357,BSED VEDUC,83.47,77.12,66.81,79.96,63.1,82.12,33
2358,BSED VEDUC,93.41,82.26,85.06,70.61,87.72,91.56,33
2359,BSED VEDUC,78.85,61.11,85.06,79.96,26.06,76.98,33
2360,BSED VEDUC,68.5,54.75,91.97,70.61,72.9,76.07,33
2361,BSED VEDUC,86.35,87.4,36.55,44.18,79.78,79.72,33
2362,BSED VEDUC,74.8,87.4,89.19,92.22,79.78,86.95,33
2363,BSED VEDUC,87.6,61.11,44.12,63.45,63.1,76.98,33
2364,BSED VEDUC,74.8,87.4,76.79,70.61,33.69,76.98,33
2365,BSED VEDUC,87.6,87.4,76.79,34.54,95.65,86.95,33
2366,BSED VEDUC,90.77,77.12,72.66,44.18,72.9,84.19,33
2368,BSNE,93.41,90.94,91.97,92.22,83.75,94.48,38
2369,BSNE,72.78,82.26,85.06,79.96,53.29,80.63,38
2370,BSNE,86.35,54.75,80.93,34.54,72.9,78.81,38
2371,BSNE,72.78,48.4,72.66,75.28,53.29,71.42,38
2372,BSNE,84.91,77.12,4.27,89.31,97.87,82.12,38
2374,BSNE,83.47,92.88,93.41,89.31,63.1,90.13,38
2375,BSNE,70.75,77.12,51.68,6.59,63.1,62.48,38
2376,BSNE,86.35,71.99,51.68,63.45,43.49,76.98,38
2377,BSNE,68.5,90.94,94.84,44.18,87.72,83.5,38
2378,BSNE,76.83,82.26,44.12,24.91,33.69,66.95,38
2379,BSNE,72.78,77.12,44.12,63.45,53.29,70.3,38
2380,BSNE,72.78,90.94,66.81,34.54,63.1,74.25,38
2381,BSNE,90.77,54.75,59.25,24.91,83.75,79.72,38
2382,BSNE,76.83,42.05,44.12,79.96,63.1,70.3,38
2383,BSNE,84.91,61.11,72.66,84.63,79.78,83.5,38
2384,BSNE,89.71,77.12,51.68,24.91,20.6,74.25,38
2386,BSNE,74.8,48.4,72.66,84.63,83.75,77.9,38
2387,BSNE,80.58,82.26,44.12,63.45,63.1,76.07,38
2388,BSNE,58.56,66.85,76.79,84.63,53.29,71.42,38
2389,BSNE,66.01,92.88,66.81,34.54,79.78,74.25,38
2390,BSNE,76.83,48.4,85.06,89.31,97.87,84.88,38
2391,BSNE,78.85,30.03,72.66,44.18,95.65,74.25,38
2392,BSNE,82.02,92.88,89.19,14.31,72.9,82.12,38
2393,BSNE,80.58,48.4,66.81,75.28,79.78,76.98,38
2394,BSNE,55.84,66.85,59.25,84.63,72.9,69.19,38
2395,BSNE,76.83,90.94,72.66,34.54,26.06,73.34,38
2396,BSNE,66.01,90.94,72.66,53.82,53.29,73.34,38
2397,BSNE,70.75,71.99,72.66,89.31,63.1,77.9,38
2398,BSNE,70.75,98.7,80.93,44.18,53.29,79.72,38
2399,BSNE,74.8,77.12,66.81,63.45,63.1,75.16,38
2400,BSNE,76.83,35.7,93.41,79.96,79.78,80.63,38
2402,BSNE,84.91,71.99,72.66,24.91,63.1,76.98,38
2403,BSNE,83.47,66.85,85.06,70.61,83.75,84.19,38
2404,BSNE,52.9,54.75,89.19,75.28,87.72,73.34,38
2405,BSNE,92.71,82.26,66.81,75.28,26.06,84.88,38
